编号,定义位置,code,HTTP状态,排序有效,唯一,生成映射,当前精确字面量次数,首个精确字面量位置,审阅结论
ERR-AU-007-0198,01_core_hexin/packages/contract/definitions/errors.yml:397,CLIENT_ERROR_SURFACE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/telemetry/ClientErrorOperations.ts:16,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0199,01_core_hexin/packages/contract/definitions/errors.yml:399,CLIENT_VERSION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/apps/console/vite.config.ts:120,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0200,01_core_hexin/packages/contract/definitions/errors.yml:401,COMMAND_BUS_FROZEN,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/application/CommandBus.ts:9,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0201,01_core_hexin/packages/contract/definitions/errors.yml:403,COMMAND_HANDLER_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0202,01_core_hexin/packages/contract/definitions/errors.yml:405,COMMAND_HANDLER_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0203,01_core_hexin/packages/contract/definitions/errors.yml:407,COMMERCIAL_RESOURCE_TENANT_MISMATCH,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0204,01_core_hexin/packages/contract/definitions/errors.yml:409,CONNECTION_TRANSITION_INVALID,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0205,01_core_hexin/packages/contract/definitions/errors.yml:411,CONSOLE_CONTEXT_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/apps/console/src/entity/session/ConsoleContext.tsx:12,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0206,01_core_hexin/packages/contract/definitions/errors.yml:413,CONSOLE_SCOPE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0207,01_core_hexin/packages/contract/definitions/errors.yml:415,CONSOLE_SESSION_READ_FAILED,503,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/apps/console/src/route/SessionLoader.ts:156,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0208,01_core_hexin/packages/contract/definitions/errors.yml:417,CONTAINER_BINDING_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0209,01_core_hexin/packages/contract/definitions/errors.yml:419,CONTAINER_BINDING_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0210,01_core_hexin/packages/contract/definitions/errors.yml:421,CONTAINER_FROZEN,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/bootstrap/Container.ts:12,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0211,01_core_hexin/packages/contract/definitions/errors.yml:423,CONTENT_TYPE_UNSUPPORTED,415,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/interface/HttpApp.ts:145,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0212,01_core_hexin/packages/contract/definitions/errors.yml:425,CONTRACT_DEFINITION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0213,01_core_hexin/packages/contract/definitions/errors.yml:427,CONTRACT_REQUEST_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0214,01_core_hexin/packages/contract/definitions/errors.yml:429,CONTRACT_RESPONSE_INVALID,502,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0215,01_core_hexin/packages/contract/definitions/errors.yml:431,CONTRACT_VERSION_UNSUPPORTED,426,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0216,01_core_hexin/packages/contract/definitions/errors.yml:433,CREDENTIAL_INVALID,401,true,true,ErrorContract.generated.ts/errorStatus,7,01_core_hexin/services/commerce/src/modules/identity/05_interface_jieru/http/CredentialOperations.ts:158,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0217,01_core_hexin/packages/contract/definitions/errors.yml:435,CREDENTIAL_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/identity/05_interface_jieru/http/MobileWechatOperations.ts:100,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0218,01_core_hexin/packages/contract/definitions/errors.yml:437,CREDENTIAL_SHORTAGE,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0219,01_core_hexin/packages/contract/definitions/errors.yml:439,CSRF_TOKEN_INVALID,403,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/interface/HttpApp.ts:183,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0220,01_core_hexin/packages/contract/definitions/errors.yml:441,CSV_COLUMN_COUNT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/Csv.ts:24,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0221,01_core_hexin/packages/contract/definitions/errors.yml:443,CSV_HEADER_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/Csv.ts:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0222,01_core_hexin/packages/contract/definitions/errors.yml:445,CSV_QUOTE_UNTERMINATED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/Csv.ts:19,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0223,01_core_hexin/packages/contract/definitions/errors.yml:447,CSV_ROW_LIMIT_EXCEEDED,413,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/Csv.ts:17,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0224,01_core_hexin/packages/contract/definitions/errors.yml:449,CURRENCY_UNSUPPORTED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/Currency.ts:8,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0225,01_core_hexin/packages/contract/definitions/errors.yml:451,CURSOR_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/packages/kernel/src/Cursor.ts:9,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0226,01_core_hexin/packages/contract/definitions/errors.yml:453,CURSOR_NOT_CANONICAL,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/interface/CursorCodec.ts:21,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0227,01_core_hexin/packages/contract/definitions/errors.yml:455,CURSOR_POSITION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/interface/CursorCodec.ts:31,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0228,01_core_hexin/packages/contract/definitions/errors.yml:457,CURSOR_RESULT_POSITION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/foundation/interface/Validation.ts:86,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0229,01_core_hexin/packages/contract/definitions/errors.yml:459,CURSOR_VERSION_UNSUPPORTED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/interface/CursorCodec.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0230,01_core_hexin/packages/contract/definitions/errors.yml:461,CUSTOM_ROLE_INPUT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0231,01_core_hexin/packages/contract/definitions/errors.yml:463,CUSTOM_ROLE_STATUS_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0232,01_core_hexin/packages/contract/definitions/errors.yml:465,CUSTOMER_NOT_FOUND,404,false,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0233,01_core_hexin/packages/contract/definitions/errors.yml:467,CUTOVER_CHECK_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0234,01_core_hexin/packages/contract/definitions/errors.yml:469,CUTOVER_EVIDENCE_AND_RELEASE_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:28,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0235,01_core_hexin/packages/contract/definitions/errors.yml:471,CUTOVER_EVIDENCE_STALE,409,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:14,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0236,01_core_hexin/packages/contract/definitions/errors.yml:473,CUTOVER_INVARIANT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0237,01_core_hexin/packages/contract/definitions/errors.yml:475,CUTOVER_MANIFEST_MISMATCH,409,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:12,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0238,01_core_hexin/packages/contract/definitions/errors.yml:477,CUTOVER_RELEASE_MISMATCH,409,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:11,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0239,01_core_hexin/packages/contract/definitions/errors.yml:479,CUTOVER_SCHEMA_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:10,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0240,01_core_hexin/packages/contract/definitions/errors.yml:481,CUTOVER_TRAFFIC_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/release/cutover.mjs:15,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0241,01_core_hexin/packages/contract/definitions/errors.yml:483,DATABASE_CONNECTION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/persistence/Pool.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0242,01_core_hexin/packages/contract/definitions/errors.yml:485,DATABASE_MUST_NOT_BE_REACHED,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0243,01_core_hexin/packages/contract/definitions/errors.yml:487,DATABASE_OBJECT_CONTRACT_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/audit/database-contracts.mjs:371,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0244,01_core_hexin/packages/contract/definitions/errors.yml:489,DATABASE_OBJECT_RLS_DRIFT,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0245,01_core_hexin/packages/contract/definitions/errors.yml:491,DATABASE_ROLE_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0246,01_core_hexin/packages/contract/definitions/errors.yml:493,DATABASE_WORKLOAD_UNAVAILABLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0247,01_core_hexin/packages/contract/definitions/errors.yml:495,DATE_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveAnnouncement.ts:24,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0248,01_core_hexin/packages/contract/definitions/errors.yml:497,DEADLETTER_ATTEMPTS_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/DeadletterStore.ts:15,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0249,01_core_hexin/packages/contract/definitions/errors.yml:499,DEADLINE_DURATION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/packages/kernel/src/deadline/index.ts:31,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0250,01_core_hexin/packages/contract/definitions/errors.yml:501,DEADLINE_EXCEEDED,504,true,true,ErrorContract.generated.ts/errorStatus,7,01_core_hexin/packages/kernel/src/RateLimiter.ts:33,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0251,01_core_hexin/packages/contract/definitions/errors.yml:503,DEADLINE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/deadline/index.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0252,01_core_hexin/packages/contract/definitions/errors.yml:505,DEEPLINK_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,6,01_core_hexin/apps/miniapp/miniprogram/domain/deeplink.js:6,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0253,01_core_hexin/packages/contract/definitions/errors.yml:507,DELIVERY_CHANNEL_DUPLICATE,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/DeliveryRegistry.ts:9,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0254,01_core_hexin/packages/contract/definitions/errors.yml:509,DELIVERY_CHANNEL_UNAVAILABLE,503,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0255,01_core_hexin/packages/contract/definitions/errors.yml:511,DELIVERY_CONFIGURATION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,3,01_core_hexin/services/commerce/src/modules/notification/04_adapters_shixian/adapter/DeliveryConfiguration.ts:15,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0256,01_core_hexin/packages/contract/definitions/errors.yml:513,DEPARTMENT_HIERARCHY_CYCLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0257,01_core_hexin/packages/contract/definitions/errors.yml:515,DEPARTMENT_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0258,01_core_hexin/packages/contract/definitions/errors.yml:517,DEPENDENCY_TIMEOUT,504,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0259,01_core_hexin/packages/contract/definitions/errors.yml:519,DEPLOYMENT_CONTRACT_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0260,01_core_hexin/packages/contract/definitions/errors.yml:521,DEVICE_ADAPTER_DUPLICATE,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0261,01_core_hexin/packages/contract/definitions/errors.yml:523,DEVICE_ADAPTER_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0262,01_core_hexin/packages/contract/definitions/errors.yml:525,DEVICE_ADAPTER_UNAVAILABLE,503,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0263,01_core_hexin/packages/contract/definitions/errors.yml:527,DIRECTCHARGE_MANIFEST_SIGNATURE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/extensions/providers/directcharge/manifest.ts:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0264,01_core_hexin/packages/contract/definitions/errors.yml:529,DISTRIBUTOR_CODE_CONFLICT,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0265,01_core_hexin/packages/contract/definitions/errors.yml:531,DISTRIBUTOR_CONTACT_SECURE_STAGE_INCOMPLETE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0266,01_core_hexin/packages/contract/definitions/errors.yml:533,DISTRIBUTOR_HAS_ACTIVE_BINDINGS_OR_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/http/ChannelRoutes.ts:95,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0267,01_core_hexin/packages/contract/definitions/errors.yml:535,DISTRIBUTOR_HIERARCHY_REBUILD_FAILED,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0268,01_core_hexin/packages/contract/definitions/errors.yml:537,DISTRIBUTOR_INPUT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0269,01_core_hexin/packages/contract/definitions/errors.yml:539,DISTRIBUTOR_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0270,01_core_hexin/packages/contract/definitions/errors.yml:541,DISTRIBUTOR_PARENT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/organization/05_interface_jieru/OrganizationPort.ts:14,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0271,01_core_hexin/packages/contract/definitions/errors.yml:543,DISTRIBUTOR_PLATFORM_SCOPE_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0272,01_core_hexin/packages/contract/definitions/errors.yml:545,DISTRIBUTOR_SCOPE_FORBIDDEN,403,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0273,01_core_hexin/packages/contract/definitions/errors.yml:547,DISTRIBUTOR_TENANT_ATTACHMENT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0274,01_core_hexin/packages/contract/definitions/errors.yml:549,DISTRIBUTOR_TENANT_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0275,01_core_hexin/packages/contract/definitions/errors.yml:551,DISTRIBUTOR_TENANT_ORG_UNIT_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0276,01_core_hexin/packages/contract/definitions/errors.yml:553,DOMAIN_EVENT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/DomainEvent.ts:15,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0277,01_core_hexin/packages/contract/definitions/errors.yml:555,DOMAIN_RECONCILIATION_DIFFERENCE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0278,01_core_hexin/packages/contract/definitions/errors.yml:557,DOMAIN_RECONCILIATION_HASH_DIFFERENCE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0279,01_core_hexin/packages/contract/definitions/errors.yml:559,DUPLICATE_CHECKOUT_CONFIRM_REMAINS,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0280,01_core_hexin/packages/contract/definitions/errors.yml:561,DUPLICATE_ORDER_SKU,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0281,01_core_hexin/packages/contract/definitions/errors.yml:563,DUPLICATE_SOURCE_SKU_IN_BATCH,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0282,01_core_hexin/packages/contract/definitions/errors.yml:565,EMAIL_CONFIGURATION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/04_adapters_shixian/adapter/EmailChannel.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0283,01_core_hexin/packages/contract/definitions/errors.yml:567,EMAIL_DELIVERY_REQUEST_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/04_adapters_shixian/adapter/EmailChannel.ts:19,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0284,01_core_hexin/packages/contract/definitions/errors.yml:569,EMAIL_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/Email.ts:10,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0285,01_core_hexin/packages/contract/definitions/errors.yml:571,EMAIL_PROVIDER_RESPONSE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/04_adapters_shixian/adapter/EmailChannel.ts:27,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0286,01_core_hexin/packages/contract/definitions/errors.yml:573,EMAIL_PROVIDER_UNAVAILABLE,503,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/04_adapters_shixian/adapter/EmailChannel.ts:25,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0287,01_core_hexin/packages/contract/definitions/errors.yml:575,EMPLOYEE_QUALIFICATION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0288,01_core_hexin/packages/contract/definitions/errors.yml:577,EMPLOYEE_QUALIFICATION_TAG_SOURCE_CONFLICT,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0289,01_core_hexin/packages/contract/definitions/errors.yml:579,EMPLOYEE_QUALIFICATION_USER_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0290,01_core_hexin/packages/contract/definitions/errors.yml:581,EMPLOYEE_ROLE_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/modules/identity/05_interface_jieru/http/MembershipInvitationOperations.ts:129,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0291,01_core_hexin/packages/contract/definitions/errors.yml:583,ENABLED_CONNECTION_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/channel/03_application_yingyong/command/RunSync.ts:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0292,01_core_hexin/packages/contract/definitions/errors.yml:585,ENFORCED_WRITE_PATH_BYPASSED,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0293,01_core_hexin/packages/contract/definitions/errors.yml:587,ENTITY_ID_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/Entity.ts:3,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0294,01_core_hexin/packages/contract/definitions/errors.yml:589,ERROR_CATALOG_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,2,04_tools/scripts/check/errors.mjs:10,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0295,01_core_hexin/packages/contract/definitions/errors.yml:591,ERROR_CATALOG_NOT_SORTED,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0296,01_core_hexin/packages/contract/definitions/errors.yml:593,ERROR_CODE_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0297,01_core_hexin/packages/contract/definitions/errors.yml:595,ERROR_CODE_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0298,01_core_hexin/packages/contract/definitions/errors.yml:597,ERROR_STATUS_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0299,01_core_hexin/packages/contract/definitions/errors.yml:599,ETHAN_ACTIVE_ADMIN_MEMBERSHIP_ALREADY_EXISTS,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0300,01_core_hexin/packages/contract/definitions/errors.yml:601,ETHAN_ACTIVE_LOCAL_IDENTITY_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0301,01_core_hexin/packages/contract/definitions/errors.yml:603,ETHAN_ADMIN_MALL_CONTEXT_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0302,01_core_hexin/packages/contract/definitions/errors.yml:605,EVENT_DEFINITION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0303,01_core_hexin/packages/contract/definitions/errors.yml:607,EVENT_HANDLER_CATALOG_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0304,01_core_hexin/packages/contract/definitions/errors.yml:609,EVENT_REGISTRY_COUNT_MISMATCH,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0305,01_core_hexin/packages/contract/definitions/errors.yml:611,EVENT_SCHEMA_CATALOG_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/app/modules.ts:47,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0306,01_core_hexin/packages/contract/definitions/errors.yml:613,EVENT_SCHEMA_UNKNOWN,500,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/app/events.ts:148,[FACT] 定义合法；当前精确字面量消费者已记录
