"符号编号","文件编号","1 符号名称","2 声明位置","3 直接消费者","4 间接消费者","5 重新导出","6 动态访问","7 仅测试使用","8 公共契约","9 运行时副作用","10 可见范围","11 兼容导出","12 删除或改名影响"
"SYM-AU-007-058","FILE-AU-007-024","StorefrontMemberPageSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:20","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberReadOperations.ts|01_core_hexin/services/commerce/src/modules/member/06_tests_ceshi/MemberReadOperations.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-059","FILE-AU-007-024","StorefrontMemberInviterSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:26","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-060","FILE-AU-007-024","StorefrontMemberParentSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:34","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-061","FILE-AU-007-024","StorefrontMemberDetailSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:40","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberReadOperations.ts|01_core_hexin/services/commerce/src/modules/member/06_tests_ceshi/MemberReadOperations.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-062","FILE-AU-007-024","StorefrontMemberInviteeSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:49","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-063","FILE-AU-007-024","StorefrontMemberInviteePageSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:60","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberReadOperations.ts|01_core_hexin/services/commerce/src/modules/member/06_tests_ceshi/MemberReadOperations.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-064","FILE-AU-007-024","StorefrontMemberOrderSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:66","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-065","FILE-AU-007-024","StorefrontMemberOrderPageSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:77","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberReadOperations.ts|01_core_hexin/services/commerce/src/modules/member/06_tests_ceshi/MemberReadOperations.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-066","FILE-AU-007-024","StorefrontMemberTagColorSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:83","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-067","FILE-AU-007-024","StorefrontMemberFieldTypeSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:84","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-068","FILE-AU-007-024","StorefrontMemberCustomTagSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:86","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-069","FILE-AU-007-024","StorefrontMemberCustomFieldSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:94","01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-070","FILE-AU-007-024","StorefrontMemberProfileConfigSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:103","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCommand.ts|01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-071","FILE-AU-007-024","StorefrontMemberSystemTagSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:108","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-072","FILE-AU-007-024","StorefrontMemberCustomFieldValueSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:113","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-073","FILE-AU-007-024","StorefrontMemberCustomProfileUpdateSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:118","01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-074","FILE-AU-007-024","StorefrontMemberCustomProfileSchema","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:123","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCommand.ts|01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberQuery.ts|01_core_hexin/packages/contract/src/StorefrontMemberContract.test.ts|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-075","FILE-AU-007-024","StorefrontMember","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:128","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberRoute.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-076","FILE-AU-007-024","StorefrontMemberPage","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:129","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-077","FILE-AU-007-024","StorefrontMemberDetail","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:130","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberRoute.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-078","FILE-AU-007-024","StorefrontMemberInvitee","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:131","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberRoute.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-079","FILE-AU-007-024","StorefrontMemberInviteePage","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:132","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-080","FILE-AU-007-024","StorefrontMemberOrder","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:133","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberRoute.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-081","FILE-AU-007-024","StorefrontMemberOrderPage","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:134","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-082","FILE-AU-007-024","StorefrontMemberTagColor","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:135","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-083","FILE-AU-007-024","StorefrontMemberFieldType","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:136","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-084","FILE-AU-007-024","StorefrontMemberCustomTag","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:137","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-085","FILE-AU-007-024","StorefrontMemberCustomField","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:138","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-086","FILE-AU-007-024","StorefrontMemberProfileConfig","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:139","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCommand.ts|01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-087","FILE-AU-007-024","StorefrontMemberSystemTag","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:140","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-088","FILE-AU-007-024","StorefrontMemberCustomFieldValue","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:141","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-089","FILE-AU-007-024","StorefrontMemberCustomProfileUpdate","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:142","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCommand.ts|01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx|01_core_hexin/services/commerce/src/modules/member/03_application_yingyong/MemberCustomProfileOperations.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-090","FILE-AU-007-024","StorefrontMemberCustomProfile","01_core_hexin/packages/contract/src/StorefrontMemberContract.ts:143","01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberCustomProfile.tsx|01_core_hexin/apps/console/src/feature/storefront-member/StorefrontMemberRoute.tsx","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-091","FILE-AU-007-025","MEMBER_CODE_SECONDS","01_core_hexin/packages/contract/src/VerificationContract.ts:1","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-092","FILE-AU-007-025","VerificationChallenge","01_core_hexin/packages/contract/src/VerificationContract.ts:3","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-093","FILE-AU-007-025","VerificationResult","01_core_hexin/packages/contract/src/VerificationContract.ts:9","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-094","FILE-AU-007-027","* from ./Contract","01_core_hexin/packages/contract/src/index.ts:1","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-095","FILE-AU-007-027","* from ./ContractIdentity.generated","01_core_hexin/packages/contract/src/index.ts:2","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-096","FILE-AU-007-027","* from ./StorefrontMemberContract","01_core_hexin/packages/contract/src/index.ts:3","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-097","FILE-AU-007-027","* from ./DeepLinkContract","01_core_hexin/packages/contract/src/index.ts:4","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-098","FILE-AU-007-027","* from ./ErrorContract.generated","01_core_hexin/packages/contract/src/index.ts:5","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-099","FILE-AU-007-027","* from ./EventContract","01_core_hexin/packages/contract/src/index.ts:6","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-100","FILE-AU-007-027","* from ./EventSerializer","01_core_hexin/packages/contract/src/index.ts:7","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-101","FILE-AU-007-027","* from ./ExperienceContract","01_core_hexin/packages/contract/src/index.ts:8","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-102","FILE-AU-007-027","* from ./FinancialActionPolicy","01_core_hexin/packages/contract/src/index.ts:9","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-103","FILE-AU-007-027","* from ./Operation","01_core_hexin/packages/contract/src/index.ts:10","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-104","FILE-AU-007-027","* from ./OperationCatalog","01_core_hexin/packages/contract/src/index.ts:11","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-105","FILE-AU-007-027","* from ./PasswordPolicyContract","01_core_hexin/packages/contract/src/index.ts:12","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-106","FILE-AU-007-027","* from ./RequirementCatalog.generated","01_core_hexin/packages/contract/src/index.ts:13","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-107","FILE-AU-007-027","* from ./schema","01_core_hexin/packages/contract/src/index.ts:14","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-108","FILE-AU-007-027","* from ./VerificationContract","01_core_hexin/packages/contract/src/index.ts:15","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-109","FILE-AU-007-027","* from ./events/CommerceEvents","01_core_hexin/packages/contract/src/index.ts:16","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-110","FILE-AU-007-027","* from ./operations/CommerceOperations","01_core_hexin/packages/contract/src/index.ts:17","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-111","FILE-AU-007-027","* from ./operations/CommerceSchemas","01_core_hexin/packages/contract/src/index.ts:18","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-112","FILE-AU-007-027","* from ./provider/Capability","01_core_hexin/packages/contract/src/index.ts:19","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-113","FILE-AU-007-027","* from ./provider/DomainRegistrar","01_core_hexin/packages/contract/src/index.ts:20","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-114","FILE-AU-007-027","* from ./provider/Manifest","01_core_hexin/packages/contract/src/index.ts:21","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-115","FILE-AU-007-027","* from ./provider/Ports","01_core_hexin/packages/contract/src/index.ts:22","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-116","FILE-AU-007-027","* from ./provider/Provider","01_core_hexin/packages/contract/src/index.ts:23","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-117","FILE-AU-007-027","* from ./provider/ProviderCatalog","01_core_hexin/packages/contract/src/index.ts:24","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","barrel转发","未发现反射；外部动态包加载UNKNOWN","是","是（package root barrel）","转发目标模块加载语义","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-118","FILE-AU-007-028","PROVIDER_CAPABILITIES","01_core_hexin/packages/contract/src/provider/Capability.ts:1","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-119","FILE-AU-007-028","ProviderCapability","01_core_hexin/packages/contract/src/provider/Capability.ts:36","01_core_hexin/packages/contract/src/provider/Manifest.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.ts|03_quality_ceshi/tests/contracts/providers/ProviderContract.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-120","FILE-AU-007-028","isProviderCapability","01_core_hexin/packages/contract/src/provider/Capability.ts:38","01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/model/Manifest.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
