绑定编号,Operation,owner,method,path,audience,permission,risk,stepup,scopes,写/读名称信号,结论
BIND-AU-010-135,voucher.batches.retry,voucher,POST,/api/v1/vouchers/batches/{batchid}/retry,operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-136,voucher.status.batch,voucher,POST,/api/v1/vouchers/statusbatches,operator,voucher.status.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-137,voucher.statusbatches.read,voucher,GET,/api/v1/vouchers/statusbatches,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-138,voucher.bindings.read,voucher,GET,/api/v1/vouchers/bindings,member,voucher.binding.read,low,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-139,voucher.bindings.manage,voucher,PUT,/api/v1/vouchers/{voucherid}/binding,operator,voucher.binding.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-140,voucher.redemptions.read,voucher,GET,/api/v1/vouchers/redemptions,member,voucher.redemption.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-141,voucher.history.read,voucher,GET,/api/v1/vouchers/history,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-142,voucher.redemptions.reverse,voucher,POST,/api/v1/vouchers/redemptions/{redemptionid}/reversal,operator,voucher.redemption.reverse,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-143,benefit.accounts.read,benefit,GET,/api/v1/benefits/accounts,member,benefit.read,low,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-144,benefit.ledgers.read,benefit,GET,/api/v1/benefits/ledgers,member,benefit.read,low,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-145,benefit.plans.read,benefit,GET,/api/v1/benefits/plans,operator,benefit.plan.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-146,benefit.plans.manage,benefit,PUT,/api/v1/benefits/plans/{planid},operator,benefit.plan.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-147,benefit.budgets.read,benefit,GET,/api/v1/benefits/budgets,operator,benefit.budget.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-148,benefit.budgets.manage,benefit,PUT,/api/v1/benefits/budgets/{budgetid},operator,benefit.budget.manage,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-149,benefit.grants.create,benefit,POST,/api/v1/benefits/grants,operator,benefit.grant,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-150,benefit.grants.decide,benefit,PUT,/api/v1/benefits/grants/{batchid}/decision,operator,benefit.grant.decide,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-151,benefit.grants.read,benefit,GET,/api/v1/benefits/grants,operator,benefit.grant.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-152,benefit.grants.control,benefit,POST,/api/v1/benefits/grants/{batchid}/control,operator,benefit.grant.control,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-153,benefit.grants.revoke,benefit,POST,/api/v1/benefits/grants/{batchid}/revoke,operator,benefit.revoke,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-154,benefit.lots.read,benefit,GET,/api/v1/benefits/lots,operator,benefit.lot.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-155,finance.overview.read,finance,GET,/api/v1/finance/overview,operator,finance.overview.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-156,finance.entries.read,finance,GET,/api/v1/finance/entries,operator,finance.entry.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-157,finance.statements.read,finance,GET,/api/v1/finance/statements,operator,finance.statement.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-158,finance.statements.export,finance,POST,/api/v1/finance/statements/exports,operator,finance.statement.export,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-159,finance.reconciliations.manage,finance,PUT,/api/v1/finance/reconciliations/{reconciliationid},operator,finance.reconciliation.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-160,finance.reconciliations.read,finance,GET,/api/v1/finance/reconciliations,operator,finance.reconciliation.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-161,finance.settlements.read,finance,GET,/api/v1/finance/settlements,operator,finance.settlement.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-162,finance.settlements.decide,finance,POST,/api/v1/finance/settlements/{settlementid}/decide,operator,finance.settlement.decide,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-163,finance.settlements.adjust,finance,POST,/api/v1/finance/settlements/{settlementid}/adjust,operator,finance.settlement.adjust,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-164,finance.withdrawals.read,finance,GET,/api/v1/finance/withdrawals,operator,finance.withdrawal.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-165,finance.withdrawals.create,finance,POST,/api/v1/finance/withdrawals,operator,finance.withdrawal.create,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-166,finance.withdrawals.decide,finance,POST,/api/v1/finance/withdrawals/{withdrawalid}/decide,operator,finance.withdrawal.decide,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-167,finance.withdrawals.recover,finance,POST,/api/v1/finance/withdrawals/{withdrawalid}/recover,operator,finance.withdrawal.recover,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-168,finance.holds.read,finance,GET,/api/v1/finance/holds,operator,finance.hold.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-169,finance.periods.read,finance,GET,/api/v1/finance/periods,operator,finance.period.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-170,finance.periods.manage,finance,POST,/api/v1/finance/periods/{period}/manage,operator,finance.period.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-171,finance.backfills.read,finance,GET,/api/v1/finance/backfills,operator,finance.backfill.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-172,finance.backfills.decide,finance,POST,/api/v1/finance/backfills/{backfillid}/decide,operator,finance.backfill.decide,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-173,finance.policies.manage,finance,PUT,/api/v1/finance/policies/{policyid},operator,finance.policy.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-174,invoice.profiles.manage,finance,PUT,/api/v1/invoices/profiles/{profileid},operator,invoice.profile.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-175,invoice.profiles.read,finance,GET,/api/v1/invoices/profiles,member,invoice.profile.read,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-176,invoice.requests.create,finance,POST,/api/v1/invoices/requests,member,invoice.request.create,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-177,invoice.requests.read,finance,GET,/api/v1/invoices/requests,operator,invoice.request.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-178,invoice.requests.cancel,finance,DELETE,/api/v1/invoices/requests/{requestid},operator,invoice.request.cancel,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-179,invoice.requests.decide,finance,POST,/api/v1/invoices/requests/{requestid}/decide,operator,invoice.request.decide,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-180,invoice.requests.red,finance,POST,/api/v1/invoices/requests/{requestid}/red,operator,invoice.request.red,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-181,support.cases.create,support,POST,/api/v1/support/cases,member,support.case.create,low,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-182,support.cases.read,support,GET,/api/v1/support/cases,operator,support.case.read,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-183,support.cases.update,support,PATCH,/api/v1/support/cases/{caseid},operator,support.case.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-184,support.cases.close,support,PUT,/api/v1/support/cases/{caseid}/closure,operator,support.case.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-185,support.cases.reopen,support,DELETE,/api/v1/support/cases/{caseid}/closure,operator,support.case.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-186,support.messages.send,support,POST,/api/v1/support/cases/{caseid}/messages,operator,support.message.send,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-187,support.messages.read,support,GET,/api/v1/support/cases/{caseid}/messages,operator,support.message.read,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-188,support.attachments.create,support,POST,/api/v1/support/cases/{caseid}/attachments,operator,support.message.send,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-189,support.assignments.manage,support,PUT,/api/v1/support/assignments/{assignmentid},operator,support.assignment.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-190,support.agents.manage,support,PUT,/api/v1/support/agents/{agentid},operator,support.agent.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-191,support.agents.read,support,GET,/api/v1/support/agents,operator,support.agent.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-192,support.accounts.manage,support,PUT,/api/v1/support/accounts/{accountid},operator,support.account.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-193,support.accounts.read,support,GET,/api/v1/support/accounts,operator,support.account.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-194,support.rules.read,support,GET,/api/v1/support/rules,operator,support.rule.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-195,support.rules.manage,support,PUT,/api/v1/support/rules/{ruleid},operator,support.rule.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-196,support.slas.read,support,GET,/api/v1/support/slas,operator,support.sla.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-197,support.slas.manage,support,PUT,/api/v1/support/slas/{slaid},operator,support.sla.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-198,support.history.read,support,GET,/api/v1/support/cases/{caseid}/history,operator,support.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-199,notification.notifications.read,notification,GET,/api/v1/notifications,member,notification.read,low,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-200,notification.preferences.read,notification,GET,/api/v1/notifications/preferences,member,notification.preference.read,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-201,notification.preferences.manage,notification,PUT,/api/v1/notifications/preferences/{channel}/{eventtype},member,notification.preference.manage,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-202,notification.endpoints.manage,notification,PUT,/api/v1/notifications/endpoints/{channel},member,notification.endpoint.manage,elevated,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-203,notification.templates.manage,notification,PUT,/api/v1/notifications/templates/{templateid},operator,notification.template.manage,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-204,notification.templates.read,notification,GET,/api/v1/notifications/templates,operator,notification.template.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-205,notification.announcements.read,notification,GET,/api/v1/notifications/announcements,operator,notification.announcement.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-206,notification.announcements.manage,notification,PUT,/api/v1/notifications/announcements/{announcementid},operator,notification.announcement.manage,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-207,risk.center.read,risk,GET,/api/v1/risks,operator,risk.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-208,risk.policies.manage,risk,PUT,/api/v1/risks/policies/{policyid},operator,risk.manage,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-209,risk.cases.review,risk,PUT,/api/v1/risks/cases/{caseid},operator,risk.manage,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-210,audit.records.read,audit,GET,/api/v1/audits,operator,audit.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-211,observability.clienterrors.create,observability,POST,/api/v1/telemetry/clienterrors,member,observability.clienterror.create,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-212,observability.clienterrors.read,observability,GET,/api/v1/telemetry/clienterrors,operator,observability.clienterror.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-213,channel.connections.read,channel,GET,/api/v1/channels/connections,operator,channel.connection.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-214,channel.connections.create,channel,POST,/api/v1/channels/connections,operator,channel.connection.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-215,channel.connections.update,channel,PATCH,/api/v1/channels/connections/{connectionid},operator,channel.connection.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-216,channel.connections.test,channel,POST,/api/v1/channels/connections/{connectionid}/tests,operator,channel.connection.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-217,channel.connections.enable,channel,PUT,/api/v1/channels/connections/{connectionid}/enablement,operator,channel.connection.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-218,channel.connections.disable,channel,DELETE,/api/v1/channels/connections/{connectionid}/enablement,operator,channel.connection.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-219,channel.syncruns.start,channel,POST,/api/v1/channels/syncruns,operator,channel.sync.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-220,channel.syncruns.read,channel,GET,/api/v1/channels/syncruns,operator,channel.sync.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-221,channel.syncruns.cancel,channel,DELETE,/api/v1/channels/syncruns/{runid},operator,channel.sync.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-222,channel.operations.read,channel,GET,/api/v1/channels/operations,operator,channel.operation.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-223,channel.operations.replay,channel,POST,/api/v1/channels/operations/{operationid}/replays,operator,channel.operation.replay,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-224,extension.installations.read,extension,GET,/api/v1/extensions/installations,operator,extension.installation.read,high,false,platform,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-225,identity.members.reset,identity,PUT,/api/v1/identity/members/{membershipid}/registration,operator,identity.registration.reset,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-226,identity.mobile.challenge,identity,POST,/api/v1/identity/mobile/challenges,member,identity.mobile.manage,high,false,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-227,access.ownership.read,access,GET,/api/v1/access/ownership,operator,access.ownership.read,high,false,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-228,access.ownership.transfers.preview,access,POST,/api/v1/access/ownership/transfers/preview,operator,access.ownership.transfer,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-229,access.ownership.transfers.create,access,POST,/api/v1/access/ownership/transfers,operator,access.ownership.transfer,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-230,access.ownership.transfers.accept.preview,access,POST,/api/v1/access/ownership/transfers/{transferid}/accept/preview,operator,access.ownership.accept,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-231,access.ownership.transfers.accept,access,POST,/api/v1/access/ownership/transfers/{transferid}/accept,operator,access.ownership.accept,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-232,access.ownership.transfers.cancel,access,POST,/api/v1/access/ownership/transfers/{transferid}/cancel,operator,access.ownership.transfer,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-233,access.ownership.transfers.cancel.preview,access,POST,/api/v1/access/ownership/transfers/{transferid}/cancel/preview,operator,access.ownership.transfer,critical,true,self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-234,referral.settings.read,referral,GET,/api/v1/referral/settings,operator,referral.settings.read,elevated,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-235,referral.settings.manage,referral,PUT,/api/v1/referral/settings,operator,referral.settings.manage,critical,true,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-236,referral.products.read,referral,GET,/api/v1/referral/products,operator,referral.products.read,low,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-237,referral.products.manage,referral,PUT,/api/v1/referral/products,operator,referral.products.manage,critical,true,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-238,referral.members.read,referral,GET,/api/v1/referral/members,operator,referral.members.read,elevated,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-239,referral.members.apply,referral,POST,/api/v1/referral/members/apply,member,referral.self.manage,high,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-240,referral.members.approve,referral,POST,/api/v1/referral/members/approve,operator,referral.members.approve,high,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-241,referral.members.disqualify,referral,POST,/api/v1/referral/members/disqualify,operator,referral.members.disqualify,high,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-242,referral.bindings.read,referral,GET,/api/v1/referral/bindings,operator,referral.bindings.read,elevated,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-243,referral.bindings.create,referral,POST,/api/v1/referral/bindings,member,referral.self.manage,high,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-244,referral.commissions.read,referral,GET,/api/v1/referral/commissions,operator,referral.commissions.read,high,false,mall,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-245,referral.earnings.read,referral,GET,/api/v1/referral/earnings,member,referral.self.read,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-246,referral.links.read,referral,GET,/api/v1/referral/links,member,referral.self.read,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-247,referral.withdrawals.read,referral,GET,/api/v1/referral/withdrawals,member,referral.self.read,low,false,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-248,referral.withdrawals.create,referral,POST,/api/v1/referral/withdrawals,member,referral.withdrawals.create,critical,true,owner,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-249,finance.reconciliationrepairs.read,finance,GET,/api/v1/finance/reconciliation-repairs/{repairid},operator,finance.reconciliation.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-250,finance.reconciliationrepairs.preview,finance,POST,/api/v1/finance/reconciliations/{reconciliationid}/items/{itemid}/repairs/preview,operator,finance.reconciliation.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-251,finance.reconciliationrepairs.submit,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/submit,operator,finance.reconciliation.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-252,finance.reconciliationrepairs.decide,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/decide,operator,finance.reconciliation.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-253,finance.reconciliationrepairs.reverse,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/reverse,operator,finance.reconciliation.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-254,finance.policies.preview,finance,POST,/api/v1/finance/policies/{policyid}/preview,operator,finance.policy.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-255,finance.policies.read,finance,GET,/api/v1/finance/policies,operator,finance.policy.read,elevated,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-256,finance.audit.read,finance,GET,/api/v1/finance/audits,operator,audit.read,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-257,invoice.operatorprofiles.read,finance,GET,/api/v1/invoices/operator-profiles,operator,invoice.profile.read,elevated,false,platform|distributor|tenant|enterprise|mall|department|supplier|brand|store|owner|self,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-258,partner.customers.create,partner,POST,/api/v1/partners/customers,operator,partner.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-259,partner.customers.update,partner,PATCH,/api/v1/partners/customers/{customerid},operator,partner.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-260,partner.customers.enable,partner,POST,/api/v1/partners/customers/{customerid}/enable,operator,partner.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-261,partner.customers.disable,partner,POST,/api/v1/partners/customers/{customerid}/disable,operator,partner.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-262,partner.customers.get,partner,GET,/api/v1/partners/customers/{customerid},operator,partner.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-263,partner.customers.list,partner,GET,/api/v1/partners/customers,operator,partner.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-264,partner.customeroptions.list,partner,GET,/api/v1/partners/customer-options,operator,partner.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-265,voucher.products.create,voucher,POST,/api/v1/vouchers/products,operator,voucher.program.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-266,voucher.products.revise,voucher,POST,/api/v1/vouchers/products/{productid}/versions,operator,voucher.program.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-267,voucher.products.enable,voucher,POST,/api/v1/vouchers/products/{productid}/enable,operator,voucher.program.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-268,voucher.products.disable,voucher,POST,/api/v1/vouchers/products/{productid}/disable,operator,voucher.program.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
